SSN,Name,BirthDate,EmployedDate,Salary
169593,Fatin,1983-01-26,2008-08-16,41515
116845,Abidin,1985-07-01,2018-11-07,62177
131714,Aqil,1980-03-07,2004-04-05,40159
175635,Aqil,1994-01-14,2003-12-09,58444
152652,Izzati,1983-11-20,2016-04-02,60316
177614,Zulaikhah,1982-10-03,2015-10-22,33969
196313,Haziq,1994-10-02,2010-09-18,56793
156410,Aishah,1985-04-13,2019-05-12,40458
153503,Nurul,1992-08-09,2004-09-09,51568
164919,Amin,1994-12-22,2006-07-01,52894
187294,Hakimi,1996-11-22,2015-04-21,31888
101795,Amin,1985-09-22,2016-10-06,54721
188791,Rahman,1980-01-18,2017-03-04,60385
176707,Syed,2000-04-19,2019-04-05,32182
112015,Adeeb,1998-01-06,2004-10-26,48231
140677,Dayana,1988-09-08,2001-09-19,35350
117048,Izzati,1993-01-11,2010-02-23,45305
174886,Adeeb,1998-02-04,2007-11-14,31705
121996,Ilham,1997-11-02,2007-12-10,55912
132115,Ili,1996-01-22,2018-03-05,58244
173901,John,1982-02-20,2012-10-04,40212
101905,Izzati,1984-11-01,2022-04-07,48666
181926,Aminuddin,1996-03-19,2013-12-16,42871
163692,Hadi,1981-11-13,2001-10-09,44483
189043,Ismail,1986-10-20,2008-06-23,36405
118186,Aqil,1987-12-13,2019-07-16,54741
160395,Zulaikhah,1999-02-02,2004-12-25,32635
197751,Alya,2000-08-01,2014-12-22,40874
187336,Syed,1980-04-16,2017-03-13,57660
171377,Dayana,1984-01-18,2002-02-10,46650
139807,Hayati,1999-01-12,2003-12-07,42170
141892,Aishah,1998-10-25,2016-02-09,62388
127956,Hafiz,1989-01-25,2000-10-24,42943
193616,Lutfi,1983-07-19,2015-04-07,60501
154512,Fikri,1991-05-17,2012-03-02,42122
105101,Haziq,1993-06-04,2001-03-28,49004
123559,Aziz,1984-08-13,2016-02-09,59899
154786,Elina,1992-02-26,2011-06-07,42956
113133,Nurul,1995-08-11,2014-12-28,36865
144602,Haikal,1980-05-13,2019-01-16,58047
118366,Lutfi,1992-10-08,2012-05-07,33077
199893,Sophia,1987-06-08,2007-05-18,46475
145795,Fatin,1982-02-06,2015-01-24,59334
109722,Izzati,1983-02-02,2009-10-18,54524
176590,Zulkifli,1986-12-10,2014-01-02,34579
180163,Emily,1999-09-23,2013-05-23,54890
143220,Lutfi,1989-12-07,2002-09-16,53147
189296,Ilham,1994-03-15,2014-08-03,55605
188305,Matthew,1987-05-20,2006-03-23,59050
190290,Ezra,1994-08-17,2007-09-01,51671
144175,Nadia,1981-08-02,2005-05-23,60982
174249,Liyana,1993-11-02,2022-08-04,34551
115829,Amin,1981-04-12,2015-04-18,49063
153182,Syukri,1992-03-04,2015-11-17,56563
184835,Amir,1993-10-18,2016-10-10,40174
129280,Amin,1997-05-08,2022-06-14,42114
191763,Aziz,1999-07-22,2016-04-27,56409
116742,Izzat,1989-11-28,2021-06-02,43658
182817,Firdaus,1984-09-05,2011-09-19,40643
166899,Kamil,2000-12-16,2002-02-08,41281
145058,Fikri,1983-07-25,2018-05-02,53837
138414,Naim,1987-03-07,2005-02-19,47022
167653,Aisha,1992-02-27,2013-09-16,46747
110901,Wafi,1986-02-14,2006-12-20,38057
122160,Izzati,1993-10-26,2002-12-10,46497
138010,Aisha,1980-10-08,2016-09-22,44288
167309,Rizal,1999-11-04,2005-02-15,57651
161427,Izzah,1999-09-16,2013-02-25,31849
176074,Fatin,1996-03-12,2022-11-19,55557
127844,Ashraf,1989-01-14,2007-09-23,43804
153361,Fikri,1998-05-23,2002-11-19,38699
193018,Amsyar,1996-07-24,2008-05-18,60303
142504,Diana,1993-01-18,2010-02-13,32977
142462,Wafi,1984-06-14,2018-01-05,30744
111257,Azura,1990-11-03,2007-05-26,59821
120537,Salmi,1988-06-10,2004-12-08,41361
199199,Nadia,1993-10-12,2016-06-07,45054
109105,Zainab,1986-12-01,2011-11-14,41508
130545,Arif,1980-08-12,2017-03-15,54797
133945,Aishah,1980-04-18,2013-09-09,60474
165034,Zaim,1984-09-14,2008-02-15,49711
117023,Afiq,1990-02-08,2005-04-10,37190
116305,Aqil,1994-08-22,2005-06-26,37242
140660,Lutfi,1982-05-20,2010-07-06,51163
123999,Hayati,1983-06-08,2007-06-05,35201
131808,Michael,1998-10-14,2016-12-24,59369
149721,Ikhwan,1985-08-15,2022-11-21,39065
170632,Aishah,1984-07-01,2017-10-04,51095
135657,Izzat,1995-02-13,2006-10-07,33515
101665,Zulaikhah,1998-10-15,2004-06-14,54139
155622,Naim,1987-03-12,2019-12-15,41442
113967,Aqil,1987-05-27,2002-11-18,59254
184877,Hasif,1986-06-20,2020-11-16,36010
107772,Nurul,2000-03-11,2006-10-05,57369
193832,Izzah,1999-10-21,2017-12-17,52427
153035,Michael,1988-01-23,2015-12-10,44790
188776,Fikri,1989-04-21,2021-10-24,55517
180540,Zulaikha,1983-11-08,2012-06-11,58194
182216,Zara,1997-11-02,2018-08-20,36307
150960,Ezra,1987-12-03,2020-11-04,49838
112793,Zulaikhah,1995-11-07,2011-05-02,53511
199978,Ismadi,1996-11-18,2003-02-10,32681
133510,Hasif,1985-02-13,2012-06-02,44110
187222,Hafiz,1996-09-01,2018-04-23,35832
144083,Zara,1980-01-01,2009-06-16,31203
128491,Nurin,1980-04-15,2018-09-20,41935
150472,Ismail,1980-11-13,2019-11-28,37174
154071,Elina,1989-12-26,2022-06-09,45069
136474,Syahirah,1988-10-27,2004-02-16,61974
118413,Luqman,1995-10-14,2000-01-28,33261
194950,Amir,1990-12-06,2018-06-02,53564
104787,Rahim,1991-10-19,2004-04-03,47145
102078,Diana,1992-05-19,2006-05-27,48189
138077,Haziq,1986-04-10,2016-10-28,32273
194230,Amin,1997-08-02,2014-06-19,37371
173872,Emma,1992-08-04,2007-02-23,32479
159237,Ashraf,2000-08-22,2001-06-28,45412
150568,Rizal,1985-03-20,2022-01-13,57473
121762,Syahirah,1984-11-24,2015-10-11,49178
117775,Aziz,1988-07-24,2003-05-25,38511
178347,Fikri,1981-01-05,2014-03-19,45051
123391,Syahirah,1989-10-21,2018-12-18,42699
176838,Soraya,1992-06-22,2008-08-05,41283
133918,Naim,1989-08-05,2015-08-02,47301
164131,John,1983-04-19,2007-07-21,40310
186791,Khadijah,1994-02-22,2020-07-12,58688
156561,Alya,1989-10-22,2015-11-27,32364
146190,Eryna,1982-09-11,2010-11-03,46355
115916,Amsyar,1985-04-06,2010-03-28,46062
109864,Aisha,1984-07-06,2015-09-05,43166
197661,Luqman,1983-08-25,2020-09-19,60454
130244,Nurul,1988-10-22,2000-10-11,32959
118903,Aqil,1991-11-01,2007-04-20,56180
116412,Aminuddin,1992-12-02,2019-03-27,35461
135281,Aina,1983-08-10,2019-11-11,55728
127251,Arissa,1982-05-11,2010-05-05,41055
151024,Nurul,1997-07-07,2003-05-08,46607
187046,Syazwan,1983-12-07,2004-02-06,57468
196408,Rifqi,1984-12-04,2011-07-16,43649
147197,Ashraf,1980-05-12,2022-03-19,44777
156002,Michael,1996-09-10,2004-08-02,31722
109120,Haziq,1992-02-13,2017-03-11,38621
197108,Nurul,1997-02-08,2005-05-12,61687
122985,Izzah,1995-11-11,2010-09-19,54983
121076,Amir,1997-09-02,2019-06-09,36132
136395,Aishah,2000-04-02,2004-04-22,52117
127074,Liyana,1982-04-25,2008-08-05,45529
199138,Nadia,1999-05-15,2016-05-11,59059
143095,Aida,1987-10-20,2009-11-17,48176
123060,Wafi,1993-06-06,2021-03-01,39470
119996,Suraya,1993-09-07,2017-10-18,62685
130397,Zainal,1991-05-06,2004-05-19,37824
139042,Nureen,1987-02-10,2018-06-22,34019
192679,Luqman,1999-02-16,2004-11-03,56755
115894,Abidin,1980-10-20,2009-06-02,47042
173782,Zainab,1982-08-20,2006-12-14,39409
105494,Ain,1981-12-16,2011-05-22,31141
111685,Syafiq,1981-11-17,2017-09-12,35035
188964,Izzati,1985-10-16,2008-01-14,30073
174574,Aida,1990-06-06,2009-06-04,51663
169918,Suraya,1992-12-02,2003-09-23,56481
147533,Aqil,1980-09-05,2000-03-02,53528
138812,Emily,1989-03-22,2020-09-01,49327
163519,Zulaikhah,1988-05-09,2004-09-26,32363
194258,Amira,1996-10-22,2022-07-11,46359
162830,Nadia,1987-03-26,2009-09-12,44615
180200,Farah,1998-12-22,2015-12-12,61066
130980,Zara,1980-12-01,2006-11-24,39833
142053,Ili,1987-02-06,2019-09-21,37199
112906,Michael,1999-02-08,2006-11-21,32870
102584,Lutfi,1983-05-24,2014-08-08,47171
114228,Anis,1980-04-08,2012-04-04,48238
142025,Nurul,1981-05-28,2007-07-18,57656
155931,Syukri,1984-08-06,2017-09-19,58330
138985,Nadia,1986-08-13,2020-01-23,55825
103500,Eryna,1987-06-20,2002-12-11,56270
191872,Haikal,1986-03-17,2012-09-16,51943
196222,Ahmad,1993-09-10,2015-03-14,34459
181977,Diana,1989-04-07,2006-10-04,40644
180751,Auni,1998-09-09,2013-06-15,39883
103781,Nadira,1997-05-20,2014-06-02,52649
199259,Ammar,1984-02-03,2010-02-28,31520
195405,Fadhilah,1998-04-13,2019-07-19,51982
199744,Eryna,1983-04-17,2018-11-27,44857
179837,Rahman,1997-06-08,2006-01-26,62093
161331,Izzati,1981-08-10,2022-11-03,61828
168963,Liyana,1992-10-01,2004-11-21,41574
190344,Firdaus,1998-12-07,2014-11-16,56188
192487,Afif,1982-08-21,2006-02-08,61466
175753,Fikri,1982-08-05,2000-10-24,34867
195043,Syafiq,1992-07-16,2004-04-10,31085
106043,Haikal,1994-01-07,2015-03-22,62144
109039,Aina,2000-03-13,2004-04-17,44054
143009,Aisha,1982-10-28,2017-08-26,36160
154547,Zulaikhah,1989-10-15,2020-06-01,38286
109403,Hafiz,1993-05-27,2007-01-01,49817
177468,Afif,1990-09-12,2005-09-14,59806
127795,Suraya,1991-03-25,2002-08-16,33576
129388,Firdaus,1993-02-09,2005-04-17,55481
133850,Hadi,1994-11-27,2008-10-17,55312
164383,Ahmad,1983-06-10,2001-10-11,48821
105823,Azura,1998-09-19,2007-07-19,32484
137727,Liyana,1994-10-16,2006-03-09,60482
165649,Rizal,1986-03-23,2010-05-02,56416
146487,Wafi,1985-11-08,2017-06-16,30857
114900,Ili,1994-07-07,2021-07-05,54394
190092,Amin,1981-02-24,2020-09-03,45866
173696,Syukri,1990-02-28,2005-10-25,54550
124780,Imran,1997-05-22,2021-05-12,38604
140089,Ismadi,1986-12-04,2001-04-25,54940
107114,Ismadi,1996-11-10,2007-03-03,42526
182748,Ezra,1990-03-20,2010-08-09,55108
161965,Afif,1990-08-20,2014-08-22,37695
183799,Qistina,1989-07-02,2016-01-01,48509
169067,Afiq,1993-09-18,2022-04-14,48067
126540,Alya,1995-04-01,2010-07-05,61576
148562,Akmal,1982-01-21,2015-04-27,30829
121204,Azfar,1997-05-04,2015-11-10,59598
130226,Rahman,1990-08-25,2014-10-11,49689
126078,Olivia,1992-12-17,2021-01-19,35006
159591,Suraya,1999-07-26,2005-04-05,38993
126542,Wafi,1983-10-20,2022-08-21,30216
155688,Fatimah,1982-06-10,2017-11-28,48175
150306,Sophia,1994-11-13,2005-04-16,45947
102932,Elina,1982-04-23,2004-10-16,43548
154872,Michael,1986-03-20,2013-07-22,47981
117163,Siti,1998-03-10,2006-11-05,48883
153284,Alya,1983-06-09,2003-08-02,43668
198210,Ahmad,1996-12-14,2015-12-28,31957
116544,Elina,1992-11-23,2016-04-03,60728
128196,Sofea,1995-04-05,2002-02-19,31658
172174,Suraya,1985-12-08,2020-09-10,55926
159060,Liyana,1992-04-09,2022-09-13,34238
113068,Danial,1981-02-09,2006-12-10,55064
132051,Dayana,1993-02-26,2016-01-21,62666
125917,Christopher,1985-10-13,2004-09-18,30972
125154,Aisyah,1981-03-10,2013-09-21,59532
139004,Hasif,1996-12-18,2017-08-22,59990
151888,Ain,1989-12-08,2019-05-01,53543
127711,Sophia,2000-09-23,2015-02-25,53996
174505,Ashraf,1989-10-11,2003-04-26,34046
159471,Ismail,1991-10-06,2002-10-18,60727
171866,Afif,1984-04-24,2000-02-14,52038
197343,Aziz,1998-12-04,2011-02-20,36209
180894,Adnan,1995-03-26,2012-09-02,39465
132301,Irfan,1987-05-28,2012-04-15,33655
155588,Alya,1990-07-18,2018-11-21,60411
162042,Rayyan,2000-06-21,2005-02-02,58549
177314,Zara,1990-08-13,2009-05-27,56808
177954,Firdaus,1980-09-08,2010-01-11,46502
197292,Wafi,1998-11-02,2011-11-23,46982
170234,Elina,1983-02-08,2006-08-03,38700
110070,Afif,1992-01-14,2004-02-25,32150
191989,Wafi,1985-04-25,2022-11-22,53133
184942,Nazri,1999-09-06,2017-04-12,31399
125274,Maisarah,1982-04-13,2015-02-10,35622
129552,Syafiq,1981-12-10,2000-09-01,61697
137568,Zara,1994-01-28,2022-01-03,43132
193270,Nurul,1996-08-04,2002-05-11,60558
133604,Fatin,1991-02-07,2011-08-11,62220
119505,Hayati,1984-11-16,2014-08-07,37776
147285,Michael,1983-01-04,2004-02-12,30099
189649,Ikhwan,1984-02-07,2013-08-12,41798
177641,John,1980-09-06,2019-10-03,48312
176203,Ashraf,1990-10-21,2005-10-12,35955
118892,Aina,1983-08-28,2022-02-21,56406
171917,Imran,1982-07-10,2011-12-26,43333
154084,Nurul,1999-03-27,2016-02-13,62706
184332,Luqman,1988-03-07,2004-01-15,56265
124442,Imran,1981-10-23,2011-05-24,38901
144650,Khadijah,1981-04-14,2010-08-05,44010
118825,Suraya,1986-01-27,2001-05-28,43659
147214,Izzati,1985-03-17,2017-12-11,46957
141282,Adeeb,1996-06-05,2020-09-08,40744
146331,Anis,1991-11-05,2019-09-16,37045
119910,Diana,1984-02-19,2009-04-18,34574
137455,Christopher,1984-03-28,2017-01-13,45728
124679,Izzah,1995-06-22,2022-12-15,57277
179185,Alya,1984-06-15,2007-01-08,50025
138241,Nurul,1985-11-22,2007-05-26,55172
129211,Zara,1985-10-20,2007-11-17,58464
132624,Syafiq,1984-12-15,2003-03-13,49862
124655,Nor,1989-10-18,2019-02-08,31441
194657,Syazwan,1989-02-20,2006-03-07,58626
153154,Siti,1983-07-09,2015-08-18,33482
105594,Aiman,1990-08-06,2009-05-23,37502
114987,Haziq,1994-05-04,2007-02-19,56279
103866,Ammar,1986-04-15,2004-11-05,40679
163534,Lutfi,1983-07-13,2021-06-24,46635
147572,Zainab,1996-10-18,2010-10-04,44300
148592,Razak,1982-09-27,2012-06-18,54249
194246,Danial,1998-08-20,2004-08-23,62652
123821,Nazri,1983-09-08,2010-05-13,50409
197596,Aida,1982-10-27,2000-05-22,42587
198389,Syed,1998-11-04,2001-03-02,32156
189869,Hakim,1986-10-14,2007-09-20,52499
167857,Nazri,1994-04-08,2000-02-04,59235
105371,Izzat,1995-05-17,2011-01-07,60935
185576,Liyana,1990-05-24,2016-07-19,36177
164475,Nur,1987-07-20,2018-07-07,56872
142197,Jane,1997-03-17,2012-05-09,36665
151369,Nurul,1998-08-09,2010-03-11,33213
186191,Dayana,1986-07-09,2011-07-15,31910
180143,Hayati,1981-04-10,2000-11-13,31214
146480,Fadhilah,1996-02-25,2022-12-13,39164
145852,Marissa,1986-01-05,2018-12-28,58785
188668,Zulkifli,1982-06-11,2022-10-08,49109
177664,Izzah,1999-06-11,2015-10-19,33985
130090,Syafiq,1997-04-15,2004-03-11,55067
160648,Syazwan,1991-05-19,2006-07-14,53527
127682,Izzah,1999-03-08,2001-06-09,31163
153675,Amira,1989-04-22,2005-04-19,59694
137297,Afiq,1987-01-12,2007-05-08,35738
151207,Aida,1986-06-12,2002-01-01,53718
140192,Akmal,1990-07-11,2019-01-09,60561
171363,Rahim,1988-02-21,2015-05-01,53620
118718,Olivia,1999-08-16,2001-01-01,44572
150402,Aina,1999-11-26,2020-05-03,38500
193991,Nurin,1994-06-15,2010-09-25,33333
111076,Liyana,1983-10-09,2002-01-15,55340
185325,Wan,1995-02-10,2017-09-18,42864
115675,Izzati,1997-02-19,2018-11-05,52133
140756,Wafi,1991-08-11,2022-10-25,44824
161699,Nurul,1986-10-18,2020-05-12,31069
135989,Anis,1996-09-04,2021-02-03,55009
180567,Lina,1982-10-15,2001-07-17,43649
115065,Aisy,1994-10-11,2002-05-07,54408
158834,Zulkifli,1981-10-14,2017-12-22,51540
163956,Ismail,1999-09-10,2020-01-02,47806
128031,Suraya,1997-08-13,2000-07-12,33178
171932,Sophia,1999-08-15,2003-08-15,56627
194208,Nur,1984-08-03,2004-04-17,42377
142808,Zulaikhah,1992-08-09,2006-07-16,35021
118545,Luqman,1983-11-02,2008-10-26,47984
142724,Syahirah,1986-06-08,2008-07-04,50098
144080,Razak,1995-10-12,2007-12-22,32423
109020,Sophia,1980-08-23,2006-01-22,58059
157515,Nadia,1985-05-13,2020-12-27,36257
134460,Siti,1994-08-06,2017-09-06,43005
106690,Hakimi,1988-02-23,2014-03-24,43194
130647,Nureen,1988-06-23,2015-04-13,30166
108041,Haikal,1985-08-13,2003-06-23,45678
167989,Emma,1980-03-12,2017-08-28,30090
147264,Hadi,1980-09-13,2007-04-10,47886
128501,Izzati,1988-07-22,2000-05-09,51488
110316,Suraya,1981-02-12,2008-07-11,56948
198640,Aina,1993-07-14,2004-05-28,47182
175869,Firdaus,1983-07-20,2006-11-28,62442
190484,Arif,1985-08-04,2017-10-14,47000
128754,Zainal,1983-04-17,2007-09-27,42617
152289,Ismail,1996-04-22,2000-01-24,46278
178733,Liyana,1994-07-24,2017-01-27,61967
194065,Nurin,1988-02-11,2004-02-05,31518
173428,Aishah,1981-10-06,2012-10-26,53802
111416,Afif,1987-07-18,2021-08-22,56960
196299,Afiq,1991-04-01,2013-06-16,30107
166872,Wan,1991-04-11,2004-08-21,40406
157854,Sofia,1987-11-27,2016-04-10,61429
117004,Siti,1988-06-01,2005-03-15,61818
190192,Hadi,1980-10-24,2002-09-07,61481
172625,Siti,1994-02-07,2018-10-12,34799
112997,Arissa,1982-11-19,2003-03-26,45650
106695,Ezra,1985-04-14,2012-11-09,52645
127718,Akmal,1991-05-12,2021-02-20,61987
195542,Ilham,1987-06-23,2020-08-17,54839
129248,Rifqi,1996-05-28,2019-12-08,62730
157819,Marissa,1982-06-27,2013-08-13,39121
191452,Zainab,1988-05-04,2009-02-03,51389
103947,Hamid,1986-03-14,2005-09-01,49378
189125,Lina,1999-05-01,2007-02-13,32406
161869,Wafi,1998-05-26,2020-05-05,36390
128012,Sofea,1992-11-25,2016-11-15,35928
165563,Naim,1987-11-20,2002-01-01,48781
167737,Hasif,1993-07-12,2018-07-03,38447
153691,Kamil,1980-07-09,2013-02-05,52979
108066,Syafiq,1992-07-27,2021-01-16,52080
118959,Michael,1982-11-11,2009-01-03,42977
178932,Zulaikha,1986-05-26,2015-03-05,61808
180998,Zulaikhah,1982-07-02,2020-03-08,53758
138111,Aqilah,1981-01-21,2004-11-26,54724
177333,Harith,1999-12-08,2019-10-06,41753
171915,Fikri,1986-11-28,2022-03-17,32337
169668,Fikri,1992-05-02,2008-03-10,35453
116537,Sophia,1994-02-04,2011-08-21,38324
124457,Hamid,1991-07-26,2000-04-02,51570
117265,Zara,1987-12-13,2005-07-15,50445
187358,Adnan,1982-03-27,2011-10-21,62152
164415,Dayana,1988-12-27,2004-06-17,60616
149635,Amir,1980-11-27,2012-01-15,37087
107901,John,1988-04-14,2002-11-20,36929
183236,Arifin,1997-11-28,2002-02-18,62561
142480,Aqilah,1980-12-27,2011-02-09,31303
156466,Rahman,1991-04-12,2016-02-19,46778
113827,Aziz,1997-06-11,2010-02-05,30990
164078,Nor,1999-09-06,2007-12-18,35018
181031,Nor,1981-02-03,2016-06-24,61644
168186,Hakim,1991-09-20,2014-08-06,34322
190139,Nurul,1990-07-24,2001-01-13,61041
175143,Farah,1982-10-02,2017-07-16,44129
192525,Zaim,1980-11-25,2013-12-06,50182
178206,Fatin,1992-02-19,2019-07-04,32916
118915,Izzat,1992-02-13,2014-11-02,50705
121770,Rifqi,2000-08-26,2013-02-12,35944
161075,Aminuddin,2000-05-23,2005-12-12,58271
192255,Aziz,1981-11-28,2014-02-25,38637
171119,Haziq,1983-01-03,2001-10-11,56574
171207,Izzati,2000-12-26,2001-01-05,42246
121808,Nureen,1988-01-19,2001-08-26,62182
148616,Nurul,1981-07-02,2021-03-10,42800
163966,Abidin,1989-09-04,2005-01-28,39499
147984,Hayati,1981-08-17,2014-09-17,56260
127512,Fadhilah,2000-10-14,2006-03-01,35226
199574,Hakim,1988-02-27,2008-08-11,36372
170102,Haikal,1981-01-02,2010-02-08,33408
137601,Aiman,1999-11-25,2006-01-06,57791
171261,Izzat,2000-02-16,2019-05-04,48676
107181,Nur,1982-06-11,2020-03-01,35679
186451,Wafi,1995-04-23,2007-07-12,57669
114394,Sophia,1996-01-08,2009-09-23,47497
168725,Salmi,1981-07-14,2012-02-19,52802
191041,Marissa,1998-06-16,2012-03-03,44601
105500,Aisyah,1990-12-04,2006-02-16,61678
192229,Ain,1990-04-07,2022-01-17,33680
143057,Amin,1989-03-24,2001-04-02,48138
149760,Ismail,1985-02-28,2011-10-12,41857
139924,Nurul,1986-07-19,2010-08-10,61273
166435,Nor,1992-10-08,2010-05-12,36143
108028,Fikri,2000-01-22,2020-12-07,50231
108281,Matthew,1984-09-07,2012-06-05,55359
130945,Fatimah,1983-07-20,2006-02-26,33837
173792,Aishah,1987-06-07,2006-11-25,50546
179284,Arifin,1996-09-18,2010-05-21,36930
126005,Aisyah,1987-03-05,2007-05-18,31274
186829,Aiman,1987-02-17,2005-07-17,45725
189067,Haziq,1980-04-08,2012-01-07,60332
182302,Aishah,1984-04-16,2014-02-04,33024
150018,Izzah,1995-01-27,2016-08-24,41532
130813,Sofea,1996-07-03,2009-11-02,41661
178420,Maisarah,1982-02-19,2009-03-05,32456
116171,Fikri,1997-07-19,2000-02-21,33421
145956,Adnan,1992-01-20,2008-06-02,30779
140836,Ammar,1980-12-20,2022-12-17,40537
177418,Hakimi,1987-03-04,2007-01-16,37814
144612,Matthew,1989-01-10,2007-06-27,54252
155991,Hadi,1997-04-16,2008-03-02,31226
112133,Afif,1988-06-25,2004-03-04,32821
153108,Amira,1989-05-13,2002-10-27,36747
169163,Fatin,1991-01-23,2010-12-02,39561
138660,Fauzi,2000-12-23,2007-08-16,34274
197475,Rahim,1988-01-10,2019-11-17,55560
151540,Arissa,1980-09-22,2012-01-20,41802
130684,Izzati,1990-10-15,2022-05-10,43384
133435,Liyana,1984-12-07,2021-03-27,41272
165194,Khadijah,1989-03-20,2012-12-01,52961
100522,Aina,1993-03-11,2014-07-28,45398
101721,Danial,1998-03-19,2014-11-10,45010
118858,Rifqi,1984-03-23,2011-08-18,31306
132012,Hakim,1981-01-22,2005-08-20,53533
108910,Hayati,1996-08-01,2017-04-10,52982
125889,Liyana,1987-05-17,2019-04-14,34163
145810,Hadi,1980-05-02,2006-06-17,44698
108038,Ismail,1997-06-26,2014-01-23,36113
159305,Aqil,1988-09-07,2019-12-04,52272
175230,Nurul,2000-07-18,2020-08-07,53247
119176,Aisy,2000-01-19,2020-01-23,33410
199894,Fauzi,1981-04-11,2005-05-15,55899
175601,Hayati,1998-03-23,2021-01-16,53968
198781,Ammar,1985-10-28,2001-09-13,31726
158271,Liyana,2000-02-10,2022-10-07,48063
182638,Fatimah,1984-01-01,2007-01-19,59527
104469,Daniel,1980-08-12,2003-01-26,46735
128111,Adeeb,1986-05-24,2016-10-28,61098
182123,Diana,1994-11-02,2011-04-18,41436
140250,Hakimi,1990-01-18,2006-12-01,40240
124335,Nurul,1999-05-12,2015-11-01,61959
162368,Syafiq,1996-12-19,2007-07-24,62189
165695,John,1989-11-11,2017-02-25,59364
136730,Luqman,1995-12-07,2006-02-05,50649
134376,Zara,1990-07-21,2002-01-12,46199
120669,Amin,1981-04-28,2015-03-24,61576
142451,Emma,1992-12-06,2018-05-18,54033
137858,Aqilah,1983-06-12,2004-06-25,41943
112420,Nor,1992-07-05,2021-09-22,62572
118596,Zainal,1989-06-16,2006-05-18,54456
162090,Sophia,1996-01-23,2009-07-26,62574
150464,Zainab,1996-08-17,2005-12-14,37400
110388,Aida,1986-09-11,2021-10-14,62661
166393,Liyana,1986-05-17,2022-05-19,58243
153593,Adnan,1999-08-19,2010-08-04,53440
134702,Nazri,1986-08-28,2011-06-22,52657
109330,Fauzi,1985-04-15,2022-07-18,53651
143871,Rahim,1998-09-12,2005-08-08,59086
117278,Wafi,1989-02-07,2000-10-09,40584
199454,Razak,1983-02-23,2022-06-06,39756
169882,Izzati,1996-06-20,2011-10-17,36886
181055,Haziq,1980-07-19,2017-11-15,42555
156176,Aishah,1999-02-09,2010-08-14,36731
172084,Aqil,1981-12-01,2007-01-05,57548
175119,Amira,1995-03-23,2009-11-20,56070
187872,Ilham,1984-05-04,2006-07-24,51475
187915,Sofia,1982-11-17,2006-04-17,60692
178683,Hayati,1990-08-09,2010-12-22,49963
170161,Hakim,1982-03-10,2020-07-02,55148
199035,Arifin,1982-11-11,2008-10-07,34640
172784,Qistina,2000-06-06,2011-09-24,62343
103938,Nurul,1984-03-18,2021-04-27,38498
166389,Hakimi,1987-11-04,2022-09-15,49871
113876,Nur,1986-02-16,2009-10-28,31976
171748,Arifin,1988-07-01,2017-05-16,45164
184515,Izzah,1981-09-07,2008-12-15,41557
158369,Ammar,1983-12-27,2004-11-19,35792
156172,Aisy,1992-08-23,2008-11-10,34209
120649,Hasif,1992-12-02,2000-03-25,30835
175915,Eryna,1987-09-06,2009-08-16,53496
183626,Qistina,1991-10-02,2013-01-14,31315
133779,Aisyah,1998-04-21,2003-08-06,36674
104744,Nurul,1994-10-11,2007-06-22,33839
186905,Dayana,1981-09-02,2009-11-18,30746
138157,Hamid,1992-11-10,2003-09-15,34212
168390,Azfar,1999-11-08,2014-01-24,36803
160652,Amsyar,1983-01-25,2014-02-23,51772
197185,Haziq,1989-07-13,2007-09-15,37403
104614,Fauzi,1992-04-08,2008-12-17,30799
128450,Syahirah,1995-03-14,2018-07-05,49813
196058,Sofia,1992-12-27,2021-03-20,55553
125129,Izzati,1998-02-22,2021-08-11,55144
187183,Nurin,1987-10-25,2019-07-27,34856
110781,Lina,1988-01-19,2005-06-27,43545
137990,Afiq,1987-06-08,2005-11-01,56186
160591,Afiq,1997-02-11,2004-10-19,37598
101189,Zainab,1991-07-27,2001-09-04,39128
187688,Ismail,1980-09-26,2006-04-18,53295
117885,Zara,1989-12-20,2011-09-12,51482
124283,Ilham,1985-07-02,2008-11-26,57734
167986,Firdaus,1983-03-14,2007-02-03,59924
195615,Wan,1992-10-07,2009-09-22,44908
100374,Imran,1980-06-19,2001-09-25,59917
162804,Afiq,1995-12-14,2001-12-23,61466
107019,Siti,1988-05-20,2021-08-08,53096
107042,Khadijah,1984-06-06,2005-07-10,39054
154839,Aina,1992-07-22,2015-09-15,41871
123104,Sofia,1992-11-19,2003-08-14,59655
139053,Zara,1980-04-14,2021-12-25,39707
172552,Syed,1993-07-27,2006-03-08,52020
161900,Aiman,1993-03-02,2017-10-03,36782
101576,Aiman,1998-12-13,2021-10-01,62145
181254,Siti,1991-05-05,2000-10-02,60109
118925,Zulkifli,1981-12-03,2005-05-19,39521
189163,Aisha,1999-03-27,2017-06-28,40857
113708,Izzati,1999-12-12,2004-10-04,61309
172140,Amir,1982-03-06,2004-08-11,33078
123630,Sophia,1993-05-10,2017-12-17,43015
151524,Nureen,1986-08-22,2021-01-07,62229
169045,Lina,2000-01-17,2012-01-27,30189
126660,Sofia,1986-02-15,2021-06-19,49369
185480,Ilham,1982-12-09,2005-09-09,53911
103700,Adnan,1987-07-17,2018-04-05,37371
132094,Hasif,1999-05-03,2009-03-28,39010
153550,Hayati,1996-07-26,2009-05-14,32001
